user_id,gender_code,gender,age_code,age,occupation_code,occupation,zip,cluster,genres
5139,M,Male,50,50-55,16,Self-Employed,12866,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5248,F,Female,45,45-49,14,Sales/Marketing,22206,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5250,M,Male,50,50-55,6,Doctor/Health Care,01545,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5282,F,Female,18,18-24,4,College/Grad Student,63146,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5302,F,Female,1,Under 18,10,K-12 Student,02332,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5306,F,Female,25,25-34,17,Technician/Engineer,92121,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5333,F,Female,25,25-34,7,Executive/Managerial,02332,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5342,F,Female,35,35-44,7,Executive/Managerial,22039,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5443,M,Male,25,25-34,12,Programmer,01915,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5492,M,Male,18,18-24,4,College/Grad Student,55104,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5511,M,Male,45,45-49,1,Academic/Educator,92407,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5512,F,Female,25,25-34,17,Technician/Engineer,01701,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5547,F,Female,18,18-24,4,College/Grad Student,10025,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5569,F,Female,18,18-24,1,Academic/Educator,07666,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5598,M,Male,18,18-24,4,College/Grad Student,27607,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5599,M,Male,35,35-44,7,Executive/Managerial,90020,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5641,F,Female,25,25-34,17,Technician/Engineer,48473,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5691,M,Male,35,35-44,14,Sales/Marketing,66013,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5812,F,Female,25,25-34,7,Executive/Managerial,92120,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5852,F,Female,25,25-34,1,Academic/Educator,94044,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5881,M,Male,35,35-44,17,Technician/Engineer,30303,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
5971,M,Male,35,35-44,7,Executive/Managerial,49504,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
6025,F,Female,25,25-34,1,Academic/Educator,32607,3,"['Comedy', 'Drama', 'Romance', 'Action', 'Thriller', 'Adventure', 'Sci-Fi', ""Children's"", 'Crime', 'War', 'Horror', 'Animation', 'Musical', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
9,M,Male,25,25-34,17,Technician/Engineer,61614,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
75,F,Female,1,Under 18,10,K-12 Student,01748,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
119,F,Female,1,Under 18,10,K-12 Student,77515,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
139,F,Female,25,25-34,20,Writer,45409,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
163,M,Male,18,18-24,4,College/Grad Student,85013,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
193,F,Female,45,45-49,15,Scientist,44106,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
214,M,Male,18,18-24,20,Writer,80218,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
242,F,Female,18,18-24,4,College/Grad Student,53706,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
271,M,Male,18,18-24,4,College/Grad Student,48202,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
301,M,Male,18,18-24,4,College/Grad Student,61820,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
302,M,Male,18,18-24,4,College/Grad Student,04901,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
380,M,Male,25,25-34,2,Artist,92024,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
438,M,Male,18,18-24,11,Lawyer,53705,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
474,M,Male,25,25-34,17,Technician/Engineer,92126,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
539,M,Male,25,25-34,2,Artist,55103,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
541,F,Female,18,18-24,4,College/Grad Student,5849574,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
550,M,Male,45,45-49,8,Farmer,21559,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
563,M,Male,25,25-34,4,College/Grad Student,53703,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
585,M,Male,18,18-24,1,Academic/Educator,53703,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
605,F,Female,18,18-24,4,College/Grad Student,44425,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
629,F,Female,1,Under 18,10,K-12 Student,48154,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
664,M,Male,35,35-44,18,Tradesman/Craftsman,74601,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
691,M,Male,35,35-44,11,Lawyer,96813,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
753,M,Male,1,Under 18,10,K-12 Student,42754,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
776,F,Female,25,25-34,3,Clerical/Admin,92627,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
783,M,Male,25,25-34,4,College/Grad Student,53703,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
926,M,Male,1,Under 18,10,K-12 Student,07869,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
980,M,Male,25,25-34,6,Doctor/Health Care,92014,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1032,M,Male,50,50-55,16,Self-Employed,19425,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1054,M,Male,1,Under 18,10,K-12 Student,75040,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1096,M,Male,1,Under 18,10,K-12 Student,80439,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1224,M,Male,50,50-55,13,Retired,02125,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1246,M,Male,18,18-24,4,College/Grad Student,98225,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1263,M,Male,1,Under 18,10,K-12 Student,81301,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1272,M,Male,18,18-24,20,Writer,49506,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1299,M,Male,25,25-34,14,Sales/Marketing,02038,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1347,F,Female,18,18-24,1,Academic/Educator,11375,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1395,M,Male,25,25-34,2,Artist,07026,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1415,M,Male,45,45-49,14,Sales/Marketing,22901,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1427,M,Male,25,25-34,12,Programmer,21401,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1450,M,Male,18,18-24,4,College/Grad Student,94704,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1481,M,Male,35,35-44,17,Technician/Engineer,77096,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1496,M,Male,25,25-34,17,Technician/Engineer,94108,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1516,F,Female,25,25-34,12,Programmer,53154,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1532,M,Male,18,18-24,14,Sales/Marketing,43613,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1650,M,Male,25,25-34,19,Unemployed,94607,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1678,F,Female,18,18-24,17,Technician/Engineer,97070,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1688,F,Female,18,18-24,4,College/Grad Student,34243,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1695,M,Male,25,25-34,1,Academic/Educator,97206,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1714,M,Male,25,25-34,17,Technician/Engineer,43212,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1721,M,Male,18,18-24,19,Unemployed,70043,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1759,M,Male,25,25-34,16,Self-Employed,22112,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1930,M,Male,25,25-34,15,Scientist,94550,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1938,F,Female,25,25-34,2,Artist,91351,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1950,M,Male,25,25-34,12,Programmer,49024,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
1978,M,Male,1,Under 18,10,K-12 Student,43357,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2023,M,Male,18,18-24,4,College/Grad Student,56001,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2029,F,Female,25,25-34,12,Programmer,10011,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2054,M,Male,25,25-34,12,Programmer,03110,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2060,M,Male,1,Under 18,1,Academic/Educator,48304,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2097,M,Male,18,18-24,5,Customer Service,48504,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2125,M,Male,35,35-44,3,Clerical/Admin,46033,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2153,M,Male,18,18-24,16,Self-Employed,97405,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2158,M,Male,25,25-34,12,Programmer,60618,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2162,F,Female,1,Under 18,10,K-12 Student,35810,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2259,F,Female,56,56+,16,Self-Employed,70503,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2321,M,Male,25,25-34,7,Executive/Managerial,30115,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2424,M,Male,25,25-34,17,Technician/Engineer,95035,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2576,M,Male,18,18-24,17,Technician/Engineer,97030,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
2648,M,Male,25,25-34,17,Technician/Engineer,27707,4,"['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Adventure', 'Romance', ""Children's"", 'Animation', 'Horror', 'Crime', 'Musical', 'War', 'Fantasy', 'Mystery', 'Western', 'Film-Noir', 'Documentary']"
