user_id,gender_code,gender,age_code,age,occupation_code,occupation,zip,cluster
5282,F,Female,18,18-24,4,College/Grad Student,63146,3
5302,F,Female,1,Under 18,10,K-12 Student,02332,3
5306,F,Female,25,25-34,17,Technician/Engineer,92121,3
5333,F,Female,25,25-34,7,Executive/Managerial,02332,3
5342,F,Female,35,35-44,7,Executive/Managerial,22039,3
5443,M,Male,25,25-34,12,Programmer,01915,3
5492,M,Male,18,18-24,4,College/Grad Student,55104,3
5511,M,Male,45,45-49,1,Academic/Educator,92407,3
5512,F,Female,25,25-34,17,Technician/Engineer,01701,3
5547,F,Female,18,18-24,4,College/Grad Student,10025,3
5569,F,Female,18,18-24,1,Academic/Educator,07666,3
5598,M,Male,18,18-24,4,College/Grad Student,27607,3
5599,M,Male,35,35-44,7,Executive/Managerial,90020,3
5641,F,Female,25,25-34,17,Technician/Engineer,48473,3
5691,M,Male,35,35-44,14,Sales/Marketing,66013,3
5812,F,Female,25,25-34,7,Executive/Managerial,92120,3
5852,F,Female,25,25-34,1,Academic/Educator,94044,3
5881,M,Male,35,35-44,17,Technician/Engineer,30303,3
5971,M,Male,35,35-44,7,Executive/Managerial,49504,3
6025,F,Female,25,25-34,1,Academic/Educator,32607,3
9,M,Male,25,25-34,17,Technician/Engineer,61614,4
75,F,Female,1,Under 18,10,K-12 Student,01748,4
119,F,Female,1,Under 18,10,K-12 Student,77515,4
139,F,Female,25,25-34,20,Writer,45409,4
163,M,Male,18,18-24,4,College/Grad Student,85013,4
193,F,Female,45,45-49,15,Scientist,44106,4
214,M,Male,18,18-24,20,Writer,80218,4
242,F,Female,18,18-24,4,College/Grad Student,53706,4
271,M,Male,18,18-24,4,College/Grad Student,48202,4
301,M,Male,18,18-24,4,College/Grad Student,61820,4
302,M,Male,18,18-24,4,College/Grad Student,04901,4
380,M,Male,25,25-34,2,Artist,92024,4
438,M,Male,18,18-24,11,Lawyer,53705,4
474,M,Male,25,25-34,17,Technician/Engineer,92126,4
539,M,Male,25,25-34,2,Artist,55103,4
541,F,Female,18,18-24,4,College/Grad Student,5849574,4
550,M,Male,45,45-49,8,Farmer,21559,4
563,M,Male,25,25-34,4,College/Grad Student,53703,4
585,M,Male,18,18-24,1,Academic/Educator,53703,4
605,F,Female,18,18-24,4,College/Grad Student,44425,4
629,F,Female,1,Under 18,10,K-12 Student,48154,4
664,M,Male,35,35-44,18,Tradesman/Craftsman,74601,4
691,M,Male,35,35-44,11,Lawyer,96813,4
753,M,Male,1,Under 18,10,K-12 Student,42754,4
776,F,Female,25,25-34,3,Clerical/Admin,92627,4
783,M,Male,25,25-34,4,College/Grad Student,53703,4
926,M,Male,1,Under 18,10,K-12 Student,07869,4
980,M,Male,25,25-34,6,Doctor/Health Care,92014,4
1032,M,Male,50,50-55,16,Self-Employed,19425,4
1054,M,Male,1,Under 18,10,K-12 Student,75040,4
1096,M,Male,1,Under 18,10,K-12 Student,80439,4
1224,M,Male,50,50-55,13,Retired,02125,4
1246,M,Male,18,18-24,4,College/Grad Student,98225,4
1263,M,Male,1,Under 18,10,K-12 Student,81301,4
1272,M,Male,18,18-24,20,Writer,49506,4
1299,M,Male,25,25-34,14,Sales/Marketing,02038,4
1347,F,Female,18,18-24,1,Academic/Educator,11375,4
1395,M,Male,25,25-34,2,Artist,07026,4
1415,M,Male,45,45-49,14,Sales/Marketing,22901,4
1427,M,Male,25,25-34,12,Programmer,21401,4
1450,M,Male,18,18-24,4,College/Grad Student,94704,4
1481,M,Male,35,35-44,17,Technician/Engineer,77096,4
1496,M,Male,25,25-34,17,Technician/Engineer,94108,4
1516,F,Female,25,25-34,12,Programmer,53154,4
1532,M,Male,18,18-24,14,Sales/Marketing,43613,4
1650,M,Male,25,25-34,19,Unemployed,94607,4
1678,F,Female,18,18-24,17,Technician/Engineer,97070,4
1688,F,Female,18,18-24,4,College/Grad Student,34243,4
1695,M,Male,25,25-34,1,Academic/Educator,97206,4
1714,M,Male,25,25-34,17,Technician/Engineer,43212,4
1721,M,Male,18,18-24,19,Unemployed,70043,4
1759,M,Male,25,25-34,16,Self-Employed,22112,4
1930,M,Male,25,25-34,15,Scientist,94550,4
1938,F,Female,25,25-34,2,Artist,91351,4
1950,M,Male,25,25-34,12,Programmer,49024,4
1978,M,Male,1,Under 18,10,K-12 Student,43357,4
2023,M,Male,18,18-24,4,College/Grad Student,56001,4
2029,F,Female,25,25-34,12,Programmer,10011,4
2054,M,Male,25,25-34,12,Programmer,03110,4
2060,M,Male,1,Under 18,1,Academic/Educator,48304,4
2097,M,Male,18,18-24,5,Customer Service,48504,4
2125,M,Male,35,35-44,3,Clerical/Admin,46033,4
2153,M,Male,18,18-24,16,Self-Employed,97405,4
2158,M,Male,25,25-34,12,Programmer,60618,4
2162,F,Female,1,Under 18,10,K-12 Student,35810,4
2259,F,Female,56,56+,16,Self-Employed,70503,4
2321,M,Male,25,25-34,7,Executive/Managerial,30115,4
2424,M,Male,25,25-34,17,Technician/Engineer,95035,4
2576,M,Male,18,18-24,17,Technician/Engineer,97030,4
2648,M,Male,25,25-34,17,Technician/Engineer,27707,4
2688,M,Male,25,25-34,17,Technician/Engineer,54915,4
2689,M,Male,25,25-34,12,Programmer,27511,4
2730,M,Male,35,35-44,11,Lawyer,48640,4
2748,M,Male,25,25-34,4,College/Grad Student,85719,4
2812,M,Male,25,25-34,17,Technician/Engineer,60607,4
2859,M,Male,18,18-24,1,Academic/Educator,95814,4
2874,F,Female,35,35-44,20,Writer,20036,4
2944,F,Female,18,18-24,4,College/Grad Student,48104,4
2999,M,Male,25,25-34,7,Executive/Managerial,33813,4
3033,M,Male,18,18-24,4,College/Grad Student,02906,4
3051,M,Male,18,18-24,17,Technician/Engineer,94063,4
3138,M,Male,35,35-44,17,Technician/Engineer,46229,4
3154,F,Female,25,25-34,4,College/Grad Student,95616,4
3158,M,Male,25,25-34,15,Scientist,15217,4
3192,M,Male,18,18-24,4,College/Grad Student,02912,4
3274,M,Male,25,25-34,20,Writer,02062,4
3309,M,Male,25,25-34,17,Technician/Engineer,20707,4
3313,M,Male,35,35-44,20,Writer,90292,4
3390,F,Female,45,45-49,20,Writer,02476,4
3445,F,Female,35,35-44,20,Writer,92009,4
3484,M,Male,18,18-24,4,College/Grad Student,28403,4
3608,F,Female,35,35-44,9,Homemaker,02879,4
3609,F,Female,25,25-34,17,Technician/Engineer,48239,4
3652,M,Male,25,25-34,12,Programmer,94608,4
3676,F,Female,35,35-44,12,Programmer,48109,4
3691,M,Male,25,25-34,7,Executive/Managerial,21030,4
3724,M,Male,35,35-44,6,Doctor/Health Care,77083,4
3726,M,Male,25,25-34,17,Technician/Engineer,92882,4
3759,M,Male,35,35-44,6,Doctor/Health Care,54751,4
3769,M,Male,25,25-34,15,Scientist,02446,4
3777,M,Male,18,18-24,4,College/Grad Student,23112,4
3793,M,Male,18,18-24,4,College/Grad Student,21093,4
3824,M,Male,25,25-34,17,Technician/Engineer,32308,4
3833,M,Male,25,25-34,1,Academic/Educator,68516,4
3871,M,Male,18,18-24,4,College/Grad Student,64468,4
3953,M,Male,25,25-34,12,Programmer,55117,4
4036,M,Male,25,25-34,1,Academic/Educator,46530,4
4096,M,Male,25,25-34,15,Scientist,60004,4
4118,M,Male,25,25-34,3,Clerical/Admin,91221,4
4126,M,Male,25,25-34,17,Technician/Engineer,53188,4
4133,M,Male,45,45-49,4,College/Grad Student,77009,4
4194,M,Male,18,18-24,4,College/Grad Student,60637,4
4294,M,Male,1,Under 18,10,K-12 Student,75633,4
4352,M,Male,18,18-24,4,College/Grad Student,11010,4
4360,F,Female,25,25-34,9,Homemaker,98001,4
4446,M,Male,18,18-24,18,Tradesman/Craftsman,60435,4
4449,M,Male,25,25-34,12,Programmer,27513,4
4473,M,Male,35,35-44,1,Academic/Educator,94121,4
4478,M,Male,1,Under 18,12,Programmer,02138,4
4489,M,Male,18,18-24,4,College/Grad Student,78613,4
4509,M,Male,25,25-34,7,Executive/Managerial,38261,4
4517,F,Female,18,18-24,1,Academic/Educator,48067,4
4541,M,Male,1,Under 18,10,K-12 Student,55427,4
4575,F,Female,1,Under 18,10,K-12 Student,03608,4
4589,M,Male,25,25-34,17,Technician/Engineer,02139,4
4610,F,Female,25,25-34,4,College/Grad Student,53951,4
4656,M,Male,25,25-34,17,Technician/Engineer,94041,4
4658,M,Male,25,25-34,4,College/Grad Student,99163,4
4718,M,Male,35,35-44,7,Executive/Managerial,03885,4
4796,M,Male,35,35-44,7,Executive/Managerial,98103,4
4830,M,Male,1,Under 18,10,K-12 Student,55317,4
4867,M,Male,25,25-34,16,Self-Employed,04101,4
4909,F,Female,35,35-44,12,Programmer,94014,4
4915,M,Male,25,25-34,12,Programmer,91423,4
4916,M,Male,18,18-24,20,Writer,85054,4
4942,M,Male,45,45-49,12,Programmer,40515,4
4983,F,Female,45,45-49,16,Self-Employed,55116,4
5032,M,Male,18,18-24,17,Technician/Engineer,02139,4
5061,F,Female,18,18-24,19,Unemployed,05070,4
5090,F,Female,35,35-44,19,Unemployed,75069,4
5114,F,Female,1,Under 18,10,K-12 Student,22932,4
5124,M,Male,35,35-44,2,Artist,20818,4
5137,M,Male,18,18-24,18,Tradesman/Craftsman,65265,4
5183,F,Female,18,18-24,20,Writer,45202,4
5232,M,Male,25,25-34,4,College/Grad Student,14607,4
5251,F,Female,25,25-34,17,Technician/Engineer,97330,4
5301,M,Male,25,25-34,17,Technician/Engineer,00693,4
5322,M,Male,35,35-44,17,Technician/Engineer,97330,4
5412,M,Male,25,25-34,12,Programmer,97330,4
5457,M,Male,18,18-24,12,Programmer,55405,4
5575,M,Male,35,35-44,7,Executive/Managerial,19808,4
5615,M,Male,35,35-44,7,Executive/Managerial,07028,4
5676,M,Male,25,25-34,20,Writer,78746,4
5705,F,Female,18,18-24,4,College/Grad Student,90024,4
5706,M,Male,18,18-24,17,Technician/Engineer,08550,4
5707,M,Male,25,25-34,12,Programmer,01060,4
5759,F,Female,25,25-34,1,Academic/Educator,08904,4
5825,F,Female,25,25-34,4,College/Grad Student,43201,4
5843,M,Male,35,35-44,1,Academic/Educator,83301,4
5880,M,Male,25,25-34,1,Academic/Educator,08904,4
5886,M,Male,25,25-34,20,Writer,02139,4
5905,F,Female,35,35-44,20,Writer,78006,4
5955,F,Female,25,25-34,7,Executive/Managerial,34952,4
13,M,Male,45,45-49,1,Academic/Educator,93304,5
17,M,Male,50,50-55,1,Academic/Educator,95350,5
22,M,Male,18,18-24,15,Scientist,53706,5
29,M,Male,35,35-44,7,Executive/Managerial,33407,5
42,M,Male,25,25-34,8,Farmer,24502,5
44,M,Male,45,45-49,17,Technician/Engineer,98052,5
93,M,Male,25,25-34,17,Technician/Engineer,95825,5
117,M,Male,25,25-34,17,Technician/Engineer,33314,5
166,M,Male,18,18-24,4,College/Grad Student,92802,5
230,M,Male,45,45-49,1,Academic/Educator,43210,5
262,F,Female,25,25-34,1,Academic/Educator,68503,5
284,M,Male,25,25-34,12,Programmer,91910,5
309,M,Male,25,25-34,4,College/Grad Student,16801,5
329,M,Male,35,35-44,7,Executive/Managerial,02115,5
342,M,Male,18,18-24,12,Programmer,55076,5
436,M,Male,18,18-24,4,College/Grad Student,43023,5
445,M,Male,45,45-49,12,Programmer,55117,5
462,M,Male,18,18-24,16,Self-Employed,55416,5
471,M,Male,35,35-44,7,Executive/Managerial,08904,5
496,M,Male,18,18-24,4,College/Grad Student,55455,5
508,M,Male,25,25-34,12,Programmer,55418,5
530,M,Male,25,25-34,2,Artist,10019,5
536,M,Male,25,25-34,20,Writer,01267,5
560,M,Male,45,45-49,15,Scientist,81335,5
602,F,Female,56,56+,6,Doctor/Health Care,14612,5
610,M,Male,25,25-34,4,College/Grad Student,77025,5
644,M,Male,25,25-34,20,Writer,93704,5
744,M,Male,25,25-34,17,Technician/Engineer,77007,5
820,M,Male,35,35-44,7,Executive/Managerial,78759,5
872,M,Male,50,50-55,1,Academic/Educator,20815,5
880,M,Male,35,35-44,17,Technician/Engineer,94114,5
939,F,Female,25,25-34,20,Writer,20110-5616,5
1057,M,Male,45,45-49,17,Technician/Engineer,73069,5
1119,M,Male,35,35-44,1,Academic/Educator,90504,5
1122,M,Male,56,56+,14,Sales/Marketing,02632,5
1132,M,Male,18,18-24,12,Programmer,98225,5
1135,M,Male,50,50-55,13,Retired,98201,5
1165,M,Male,25,25-34,12,Programmer,45014,5
1176,M,Male,56,56+,1,Academic/Educator,44256,5
1206,F,Female,50,50-55,7,Executive/Managerial,33764,5
1215,M,Male,35,35-44,17,Technician/Engineer,23602,5
1306,M,Male,25,25-34,3,Clerical/Admin,64068,5
1312,M,Male,25,25-34,14,Sales/Marketing,60153,5
1340,M,Male,25,25-34,7,Executive/Managerial,14302,5
1362,M,Male,35,35-44,12,Programmer,75069,5
1442,M,Male,18,18-24,2,Artist,12345,5
1474,M,Male,25,25-34,4,College/Grad Student,98115,5
1567,M,Male,25,25-34,12,Programmer,06511,5
1598,M,Male,35,35-44,13,Retired,76548,5
1617,M,Male,25,25-34,12,Programmer,44060,5
1723,M,Male,35,35-44,17,Technician/Engineer,60103,5
1736,M,Male,56,56+,8,Farmer,00606,5
1804,M,Male,25,25-34,7,Executive/Managerial,22314,5
1817,M,Male,35,35-44,1,Academic/Educator,53706,5
1819,F,Female,35,35-44,12,Programmer,45249,5
1851,M,Male,25,25-34,19,Unemployed,59602,5
1856,M,Male,56,56+,7,Executive/Managerial,92065,5
1891,M,Male,45,45-49,1,Academic/Educator,91335,5
2004,M,Male,45,45-49,19,Unemployed,53572,5
2012,M,Male,25,25-34,4,College/Grad Student,49456,5
2042,M,Male,1,Under 18,10,K-12 Student,79358,5
2143,M,Male,18,18-24,4,College/Grad Student,32607,5
2145,M,Male,18,18-24,10,K-12 Student,32750,5
2156,M,Male,18,18-24,19,Unemployed,55912,5
2167,F,Female,25,25-34,6,Doctor/Health Care,95833,5
2175,M,Male,25,25-34,4,College/Grad Student,99217,5
2194,M,Male,25,25-34,17,Technician/Engineer,45233,5
2239,M,Male,18,18-24,10,K-12 Student,60148,5
2270,M,Male,18,18-24,1,Academic/Educator,14620,5
2330,M,Male,45,45-49,7,Executive/Managerial,48103,5
2338,M,Male,45,45-49,17,Technician/Engineer,13152,5
2348,M,Male,50,50-55,12,Programmer,06082,5
2402,M,Male,45,45-49,17,Technician/Engineer,32024,5
2455,M,Male,35,35-44,7,Executive/Managerial,48197,5
2463,M,Male,25,25-34,7,Executive/Managerial,33916,5
2503,M,Male,35,35-44,17,Technician/Engineer,19360,5
2599,M,Male,25,25-34,12,Programmer,53154,5
2682,M,Male,18,18-24,4,College/Grad Student,43210,5
2691,M,Male,18,18-24,4,College/Grad Student,06459,5
2742,M,Male,25,25-34,17,Technician/Engineer,36092,5
2756,M,Male,18,18-24,4,College/Grad Student,97331,5
2772,M,Male,35,35-44,17,Technician/Engineer,10025,5
2796,M,Male,25,25-34,14,Sales/Marketing,92104,5
2808,M,Male,56,56+,16,Self-Employed,60610,5
2868,M,Male,35,35-44,12,Programmer,94025,5
2898,M,Male,18,18-24,4,College/Grad Student,02453,5
2919,M,Male,18,18-24,17,Technician/Engineer,88076,5
2921,M,Male,50,50-55,1,Academic/Educator,53221,5
2955,M,Male,35,35-44,14,Sales/Marketing,92025,5
2969,M,Male,25,25-34,7,Executive/Managerial,06851,5
2985,M,Male,18,18-24,4,College/Grad Student,97333,5
3000,M,Male,25,25-34,4,College/Grad Student,55408,5
3005,M,Male,25,25-34,17,Technician/Engineer,94133,5
3010,M,Male,25,25-34,12,Programmer,78759,5
3012,M,Male,25,25-34,12,Programmer,78660,5
3022,M,Male,25,25-34,17,Technician/Engineer,78730,5
3028,M,Male,1,Under 18,10,K-12 Student,12701,5
3045,M,Male,45,45-49,1,Academic/Educator,90631,5
3099,M,Male,25,25-34,17,Technician/Engineer,20910,5
3105,M,Male,35,35-44,12,Programmer,98166,5
3157,M,Male,25,25-34,12,Programmer,92880,5
3230,M,Male,35,35-44,16,Self-Employed,92630,5
3279,M,Male,45,45-49,15,Scientist,92880,5
3317,M,Male,25,25-34,4,College/Grad Student,78705,5
3378,M,Male,18,18-24,4,College/Grad Student,48135,5
3419,M,Male,45,45-49,1,Academic/Educator,16801,5
3516,M,Male,18,18-24,4,College/Grad Student,42101,5
3607,M,Male,35,35-44,17,Technician/Engineer,32506,5
3624,M,Male,25,25-34,12,Programmer,60068,5
3654,M,Male,25,25-34,17,Technician/Engineer,94901,5
3715,M,Male,18,18-24,5,Customer Service,55428,5
3731,M,Male,25,25-34,17,Technician/Engineer,67443,5
3736,M,Male,35,35-44,1,Academic/Educator,44242,5
3761,M,Male,25,25-34,17,Technician/Engineer,27613,5
3812,M,Male,35,35-44,17,Technician/Engineer,78749,5
3819,M,Male,25,25-34,12,Programmer,36115,5
3860,M,Male,45,45-49,17,Technician/Engineer,44129,5
3874,M,Male,25,25-34,7,Executive/Managerial,92103,5
3923,M,Male,35,35-44,2,Artist,92115,5
3931,M,Male,25,25-34,5,Customer Service,92117,5
4022,M,Male,35,35-44,14,Sales/Marketing,53403,5
4160,M,Male,35,35-44,20,Writer,10027,5
4210,M,Male,25,25-34,17,Technician/Engineer,85710,5
4223,F,Female,35,35-44,17,Technician/Engineer,60148,5
4272,M,Male,45,45-49,17,Technician/Engineer,37923,5
4289,M,Male,35,35-44,14,Sales/Marketing,32068,5
4315,M,Male,18,18-24,4,College/Grad Student,44266,5
4333,M,Male,50,50-55,2,Artist,33134,5
4461,M,Male,25,25-34,20,Writer,81101,5
4511,M,Male,35,35-44,7,Executive/Managerial,62234,5
4609,F,Female,25,25-34,4,College/Grad Student,53951,5
4621,M,Male,25,25-34,4,College/Grad Student,94305,5
4640,M,Male,25,25-34,4,College/Grad Student,55417,5
4670,M,Male,35,35-44,5,Customer Service,91343,5
4706,M,Male,25,25-34,14,Sales/Marketing,68502,5
4733,M,Male,18,18-24,18,Tradesman/Craftsman,52301,5
4798,M,Male,25,25-34,1,Academic/Educator,19335,5
4806,M,Male,25,25-34,17,Technician/Engineer,90031,5
4868,M,Male,35,35-44,17,Technician/Engineer,03820,5
4886,F,Female,35,35-44,17,Technician/Engineer,92509,5
4892,M,Male,25,25-34,12,Programmer,55405,5
4904,M,Male,50,50-55,15,Scientist,63121,5
4908,M,Male,35,35-44,15,Scientist,85282,5
4918,F,Female,18,18-24,12,Programmer,84107,5
4977,M,Male,25,25-34,4,College/Grad Student,92507,5
4994,M,Male,45,45-49,17,Technician/Engineer,56001,5
5020,F,Female,56,56+,13,Retired,90241,5
5021,M,Male,50,50-55,6,Doctor/Health Care,90504,5
5034,F,Female,25,25-34,15,Scientist,62901,5
5053,M,Male,25,25-34,4,College/Grad Student,84111,5
5187,M,Male,18,18-24,16,Self-Employed,06510,5
5217,M,Male,25,25-34,17,Technician/Engineer,01060,5
5270,M,Male,25,25-34,12,Programmer,87571,5
5278,F,Female,25,25-34,7,Executive/Managerial,55122,5
5283,M,Male,18,18-24,2,Artist,63138,5
5294,M,Male,25,25-34,2,Artist,60626,5
5319,M,Male,18,18-24,17,Technician/Engineer,94941,5
5338,M,Male,25,25-34,17,Technician/Engineer,27609,5
5339,M,Male,18,18-24,17,Technician/Engineer,60193,5
5350,M,Male,18,18-24,5,Customer Service,55344,5
5389,M,Male,45,45-49,7,Executive/Managerial,01905,5
5468,M,Male,25,25-34,12,Programmer,94618,5
5518,M,Male,50,50-55,17,Technician/Engineer,78666,5
5519,M,Male,35,35-44,15,Scientist,33167,5
5543,M,Male,25,25-34,17,Technician/Engineer,97401,5
5545,F,Female,35,35-44,16,Self-Employed,98072,5
5556,M,Male,45,45-49,6,Doctor/Health Care,92103,5
5558,M,Male,1,Under 18,10,K-12 Student,02446,5
5565,M,Male,18,18-24,17,Technician/Engineer,02114,5
5592,M,Male,25,25-34,1,Academic/Educator,53706,5
5595,M,Male,25,25-34,20,Writer,90027,5
5646,M,Male,18,18-24,4,College/Grad Student,96744,5
5664,M,Male,18,18-24,4,College/Grad Student,48363,5
5678,M,Male,35,35-44,17,Technician/Engineer,98103,5
5701,M,Male,25,25-34,7,Executive/Managerial,55311,5
5708,M,Male,35,35-44,1,Academic/Educator,90034,5
5709,M,Male,18,18-24,4,College/Grad Student,90024,5
5716,M,Male,1,Under 18,10,K-12 Student,03756,5
5765,M,Male,25,25-34,11,Lawyer,44515,5
5771,M,Male,25,25-34,7,Executive/Managerial,95616,5
5801,M,Male,25,25-34,16,Self-Employed,04103,5
5823,M,Male,25,25-34,12,Programmer,02144,5
5851,F,Female,18,18-24,20,Writer,55410,5
5853,M,Male,50,50-55,19,Unemployed,13903,5
5865,M,Male,25,25-34,17,Technician/Engineer,95926,5
5892,M,Male,45,45-49,2,Artist,10920,5
5937,M,Male,25,25-34,12,Programmer,60622,5
5956,F,Female,18,18-24,4,College/Grad Student,02142,5
5957,M,Male,18,18-24,20,Writer,02038,5
5995,F,Female,35,35-44,1,Academic/Educator,14618,5
6018,M,Male,35,35-44,1,Academic/Educator,48906,5
6021,M,Male,25,25-34,12,Programmer,08876,5
6030,M,Male,25,25-34,17,Technician/Engineer,32618,5
24,F,Female,25,25-34,7,Executive/Managerial,10023,6
58,M,Male,25,25-34,2,Artist,30303,6
99,F,Female,1,Under 18,10,K-12 Student,19390,6
151,F,Female,25,25-34,20,Writer,85013,6
181,M,Male,18,18-24,17,Technician/Engineer,33186,6
183,F,Female,45,45-49,1,Academic/Educator,55407,6
190,M,Male,25,25-34,17,Technician/Engineer,55125,6
224,F,Female,18,18-24,4,College/Grad Student,14850,6
398,M,Male,25,25-34,17,Technician/Engineer,55454,6
402,M,Male,25,25-34,11,Lawyer,55427,6
406,M,Male,25,25-34,20,Writer,55105,6
463,M,Male,25,25-34,7,Executive/Managerial,55105,6
517,F,Female,25,25-34,14,Sales/Marketing,55408,6
630,F,Female,35,35-44,14,Sales/Marketing,80525,6
631,M,Male,35,35-44,17,Technician/Engineer,28601,6
638,M,Male,25,25-34,6,Doctor/Health Care,77584,6
654,M,Male,50,50-55,7,Executive/Managerial,75023,6
685,M,Male,25,25-34,4,College/Grad Student,27514,6
697,F,Female,50,50-55,6,Doctor/Health Care,97330,6
832,M,Male,18,18-24,2,Artist,19464,6
840,F,Female,25,25-34,3,Clerical/Admin,02828,6
843,M,Male,25,25-34,7,Executive/Managerial,49321,6
849,M,Male,25,25-34,3,Clerical/Admin,75006,6
919,F,Female,35,35-44,1,Academic/Educator,92056,6
921,M,Male,25,25-34,17,Technician/Engineer,92084,6
1044,M,Male,25,25-34,20,Writer,72701,6
1129,M,Male,35,35-44,17,Technician/Engineer,22309,6
1137,M,Male,18,18-24,4,College/Grad Student,13165,6
1151,M,Male,25,25-34,15,Scientist,46805,6
1209,M,Male,35,35-44,7,Executive/Managerial,94127,6
1232,F,Female,18,18-24,4,College/Grad Student,43235,6
1241,M,Male,1,Under 18,10,K-12 Student,11803,6
1243,M,Male,35,35-44,15,Scientist,92627,6
1262,M,Male,25,25-34,4,College/Grad Student,22903,6
1321,F,Female,25,25-34,14,Sales/Marketing,34639,6
1426,M,Male,18,18-24,14,Sales/Marketing,94070,6
1500,M,Male,25,25-34,17,Technician/Engineer,98115,6
1571,M,Male,25,25-34,20,Writer,98033,6
1585,M,Male,56,56+,20,Writer,92315,6
1681,M,Male,18,18-24,4,College/Grad Student,78705,6
1683,F,Female,25,25-34,7,Executive/Managerial,98109,6
1687,M,Male,25,25-34,3,Clerical/Admin,85013,6
1744,M,Male,35,35-44,12,Programmer,50325,6
1805,M,Male,18,18-24,4,College/Grad Student,22401,6
1871,F,Female,45,45-49,1,Academic/Educator,46774,6
1960,M,Male,45,45-49,7,Executive/Managerial,55555,6
2024,M,Male,1,Under 18,19,Unemployed,06614,6
2027,F,Female,25,25-34,9,Homemaker,48021,6
2067,M,Male,50,50-55,16,Self-Employed,06430,6
2096,F,Female,25,25-34,17,Technician/Engineer,33990,6
2170,F,Female,50,50-55,16,Self-Employed,99114,6
2188,F,Female,18,18-24,19,Unemployed,60641,6
2255,F,Female,35,35-44,6,Doctor/Health Care,44303,6
2409,F,Female,35,35-44,9,Homemaker,06074,6
2435,M,Male,25,25-34,4,College/Grad Student,22903,6
2446,M,Male,18,18-24,7,Executive/Managerial,10038,6
2461,M,Male,18,18-24,4,College/Grad Student,98117,6
2489,F,Female,35,35-44,9,Homemaker,37843,6
2645,M,Male,25,25-34,7,Executive/Managerial,60657,6
2649,M,Male,25,25-34,16,Self-Employed,80126,6
2663,F,Female,25,25-34,4,College/Grad Student,02215,6
2668,F,Female,25,25-34,4,College/Grad Student,94110,6
2679,F,Female,18,18-24,4,College/Grad Student,02143,6
2685,M,Male,45,45-49,7,Executive/Managerial,02116,6
2731,M,Male,35,35-44,7,Executive/Managerial,11050,6
2747,F,Female,18,18-24,4,College/Grad Student,90025,6
2751,F,Female,25,25-34,16,Self-Employed,28120,6
2787,M,Male,25,25-34,4,College/Grad Student,60614,6
2809,M,Male,25,25-34,7,Executive/Managerial,10016,6
2818,M,Male,25,25-34,12,Programmer,55106,6
2880,M,Male,18,18-24,12,Programmer,55405,6
2885,F,Female,18,18-24,1,Academic/Educator,80302,6
2905,M,Male,35,35-44,17,Technician/Engineer,55407,6
2976,M,Male,18,18-24,20,Writer,86001,6
3026,F,Female,18,18-24,4,College/Grad Student,45750,6
3058,M,Male,18,18-24,12,Programmer,55123,6
3112,M,Male,18,18-24,12,Programmer,98133,6
3114,M,Male,18,18-24,5,Customer Service,65211,6
3148,M,Male,18,18-24,20,Writer,72837,6
3270,M,Male,18,18-24,11,Lawyer,45220,6
3300,M,Male,35,35-44,5,Customer Service,19119,6
3312,F,Female,18,18-24,4,College/Grad Student,90039,6
3415,M,Male,35,35-44,7,Executive/Managerial,80129,6
3420,F,Female,25,25-34,7,Executive/Managerial,48105,6
3422,M,Male,25,25-34,5,Customer Service,43221,6
3423,M,Male,25,25-34,7,Executive/Managerial,84088,6
3432,M,Male,25,25-34,12,Programmer,27410,6
3471,M,Male,18,18-24,4,College/Grad Student,80302,6
3517,M,Male,18,18-24,12,Programmer,53713,6
3519,F,Female,25,25-34,14,Sales/Marketing,11215,6
3557,M,Male,18,18-24,5,Customer Service,48185,6
3612,M,Male,25,25-34,14,Sales/Marketing,29609,6
3752,F,Female,18,18-24,1,Academic/Educator,86314,6
3773,M,Male,35,35-44,6,Doctor/Health Care,50265,6
3815,M,Male,25,25-34,17,Technician/Engineer,53406,6
3929,M,Male,25,25-34,5,Customer Service,80227,6
3935,M,Male,35,35-44,18,Tradesman/Craftsman,72118,6
3946,F,Female,25,25-34,12,Programmer,22207,6
4007,M,Male,35,35-44,12,Programmer,88005,6
4082,M,Male,25,25-34,20,Writer,79912,6
4091,M,Male,25,25-34,17,Technician/Engineer,55410,6
4093,M,Male,25,25-34,4,College/Grad Student,70806,6
4124,M,Male,25,25-34,18,Tradesman/Craftsman,62330-1408,6
4179,F,Female,35,35-44,20,Writer,94949,6
4215,M,Male,25,25-34,7,Executive/Managerial,77006,6
4258,M,Male,25,25-34,17,Technician/Engineer,19711,6
4379,M,Male,25,25-34,4,College/Grad Student,27278,6
4422,M,Male,25,25-34,5,Customer Service,10463,6
4458,F,Female,25,25-34,4,College/Grad Student,15701-2017,6
4459,M,Male,25,25-34,1,Academic/Educator,28027,6
4524,M,Male,25,25-34,2,Artist,55113,6
4531,M,Male,18,18-24,4,College/Grad Student,85701,6
4539,M,Male,35,35-44,19,Unemployed,01054,6
4562,M,Male,35,35-44,10,K-12 Student,94133,6
4566,M,Male,35,35-44,17,Technician/Engineer,19473,6
4592,M,Male,18,18-24,4,College/Grad Student,66044,6
4596,F,Female,18,18-24,4,College/Grad Student,94611,6
4635,M,Male,18,18-24,4,College/Grad Student,94703,6
